block_group,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,no_hs_degree_percent_4_rank,over_65_percent_5_rank,under_18_percent_6_rank,disabled_adult_percent_7_rank,single_householder_percent_8_rank,percent_minority_9_rank,eng_proficiency_rank,over_10_rank,mobile_units_rank,over_1_person_room_percent_13_rank,no_vehicle_percent_14_rank,group_quarters_percent_15_rank,Gini_income_rank,Gini_education_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,reduced_match_qualify
080899681001,0.93,0.75,0.88,0.31,0.47,0.98,0.44,0.98,0.74,0.58,0.94,0.78,0.94,0,0.75,0.58,0.98,1,0.999,TRUE,Qualifying
080899681002,0.99,0.4,0.72,0.54,0.61,0.93,0.81,0.79,0.94,0.81,0.69,0,0.95,0,0.46,0.09,0.99,0.95,0.89,TRUE,Qualifying
080899681003,0.97,0.97,0.97,0.66,0.3,0.99,0.85,0.91,0.95,0.69,0.8,0,0.79,0.86,0.69,0.3,0.96,1,0.987,TRUE,Qualifying
080899682001,0.77,0.6,0.61,0.57,0.48,0.76,0,0.83,0.58,0,0.78,0,0.69,0,0.09,0.1,0.91,0.78,0.563,TRUE,Qualifying
080899682002,0.62,0,0.3,0.52,0.95,0.84,0.61,0.88,0,0,0,0,0,0.84,0.43,0.78,0.79,0.73,0.556,TRUE,Qualifying
080899682003,0.97,0.97,0.9,0.77,0.85,0.89,0.69,0.89,0.83,0.8,0.75,0.94,0.73,0.93,0.09,0.04,0.94,0.96,0.977,TRUE,Qualifying
080899683001,0.97,0.44,0.88,0.43,0.91,0.69,0.56,0.74,0,0,0.76,0.8,0.99,0,0.79,0.05,0.83,0.93,0.899,TRUE,Qualifying
080899683002,0.47,0.61,0.51,0.86,0.54,0.95,0.75,0.65,0.54,0.65,0.85,0.61,0.59,0,0.12,0.23,0.77,0.71,0.27,TRUE,Qualifying
080899683003,0.55,0.28,0.62,0.9,0.25,0.94,0.67,0.82,0.63,0.69,0.93,0.68,0.69,0.95,0.09,0.31,0.83,0.77,0.339,TRUE,Qualifying
080899683004,0.96,0.64,0.94,0.77,0.88,0.63,0.96,0.84,0,0.65,0.88,0,0.83,0,0.43,0.02,0.94,0.94,0.933,TRUE,Qualifying
080899684001,0.72,0.71,0.59,0.48,0.6,0.94,0.38,0.77,0.66,0.73,0.86,0.75,0.75,0,0.1,0.42,0.82,0.87,0.618,TRUE,Qualifying
080899685001,0.63,0.43,0.71,0.65,0.68,0.87,0.63,0.14,0,0,0.89,0,0.81,0.93,0,0.14,0.82,0.42,0.027,FALSE,Not Qualifying
080899685002,0.17,0.34,0.52,0.67,0.6,0.6,0.65,0.9,0,0,0.96,0,0.54,0,0.55,0.89,0.81,0.86,0.627,FALSE,Qualifying
080899686001,0.5,0.39,0,0.48,0.96,0.9,0.63,0.93,0.82,0.69,0.79,0,0.97,0,0.61,0.81,0.87,0.95,0.878,TRUE,Qualifying
080899686002,0.98,0.94,0.99,0.97,0.05,0.91,0.68,0.94,0.9,0.73,0.82,0,0.92,0,0.87,0.18,1,1,0.999,TRUE,Qualifying
080899686003,0.93,0.76,0.61,0.7,0.17,0.54,0.79,0.76,0,0.66,0,0.8,0.88,0.84,0.5,0.38,0.66,0.83,0.688,TRUE,Qualifying
080899686004,0,0,0.87,0.98,0,1,0,1,0,0,0,0,0,0,0.96,0.96,0.92,0.85,0.745,TRUE,Qualifying
080899686005,1,0.99,0.98,0.04,0.96,0.47,0,0.88,0,0,0.7,0,0.63,0.97,0.93,0.71,0.9,1,0,FALSE,Qualifying
080919676011,0.19,0.46,0.23,0.98,0.07,0.72,0.26,0.05,0,0,0.73,0.6,0,0,0.05,0.54,0.59,0.04,0,FALSE,Not Qualifying
080919676021,0.22,0.43,0.3,0.86,0.31,0.37,0.41,0.03,0.66,0.57,0.88,0,0,0,0.16,0.71,0.67,0.28,0.001,FALSE,Not Qualifying
080919676022,0.7,0,0.46,0.66,0.41,0.57,0.29,0.34,0,0.56,0.76,0.78,0,0,0.02,0.17,0.69,0.13,0.008,FALSE,Not Qualifying
080919676023,0.21,0.3,0.25,0.93,0.56,0.71,0,0.09,0,0.59,0.8,0.86,0.53,0,0.22,0.54,0.71,0.16,0.005,FALSE,Not Qualifying
080919676024,0.55,0.93,0,0.83,0.16,0.73,0.43,0.26,0.58,0,0.84,0.62,0.64,0,0.48,0.69,0.54,0.71,0.379,FALSE,Not Qualifying
080930001011,0.67,0,0,0.7,0.4,0.41,0,0.06,0,0,0.84,0,0.86,0,0.73,0.94,0.44,0.48,0.223,FALSE,Not Qualifying
080930001012,0.58,0.87,0.22,0.98,0.14,0.4,0,0.22,0,0,0.79,0,0,0.88,0.88,0.48,0.69,0.68,0.463,FALSE,Not Qualifying
080930001021,0.6,0.66,0.44,0.47,0.27,0.71,0.3,0.41,0.66,0,0.69,0,0,0,0.12,0.71,0.57,0.62,0.023,FALSE,Not Qualifying
080930001022,0.18,0.55,0.3,0.58,0.23,0.53,0.25,0.14,0,0,0,0,0.69,0.79,0.49,0.77,0.27,0.11,0,FALSE,Not Qualifying
080930002001,0.39,0.53,0.27,0.89,0.25,0.61,0.46,0.18,0,0,0,0,0,0.84,0.38,0.61,0.46,0.15,0.011,FALSE,Not Qualifying
080930002002,0.35,0.22,0.52,0.42,0.71,0.23,0.28,0.22,0,0,0,0.7,0,0,0.12,0.35,0.37,0.01,0,FALSE,Not Qualifying
080930003001,0.5,0.85,0.55,0.66,0.2,0.11,0.52,0.19,0.57,0,0.78,0.6,0,0.93,0.07,0.5,0.65,0.45,0.008,FALSE,Not Qualifying
080930003002,0.74,0.65,0,0.51,0.17,0.28,0.65,0.17,0,0,0.94,0,0,0,0.95,0.64,0.54,0.68,0.533,FALSE,Not Qualifying
080930004001,0.75,0.66,0,0.77,0.05,0.27,0,0.01,0,0,0.74,0,0,0,0.06,0.7,0.83,0.3,0.088,FALSE,Not Qualifying
080930004002,0,0,0,0.67,0.82,0,0,0.92,0,0,0.82,0,0,0,0.99,0.9,0.32,0.54,0.414,FALSE,Not Qualifying
080930005001,0.24,0,0.68,0.98,0.18,0.96,0.37,0.43,0,0,0.88,0,0,0,0.84,0.45,0.77,0.63,0.348,TRUE,Qualifying
080930005002,0.74,0.66,0.61,0.69,0.31,0.56,0.63,0.07,0,0,0.74,0.62,0,0.85,0.1,0.42,0.67,0.41,0.089,FALSE,Not Qualifying
080930005003,0.32,0,0,0.97,0.03,0.9,0,0.24,0,0,0.86,0,0.63,0,0.55,0.53,0.9,0.36,0.252,FALSE,Not Qualifying
080959676001,0.48,0,0.8,0.29,0.87,0.7,0.37,0.5,0.85,0,0,0,0.92,0,0.71,0.83,0.44,0.77,0.049,TRUE,Qualifying
080959676002,0.11,0,0.81,0.91,0.48,0.65,0,0.72,0.9,0,0.93,0,0.59,0.94,0.12,0.13,0.79,0.47,0.087,FALSE,Not Qualifying
080959676003,0.91,0,0.98,0.27,0.91,0.51,0.64,0.8,0.94,0,0.75,0.83,0.91,0,0.43,0.01,0.94,0.9,0.87,TRUE,Qualifying
080959676004,0.23,0,0.73,0.35,0.91,0.85,0.27,0.89,0.96,0.59,0.74,0,0.53,0,0.04,0.06,0.86,0.54,0.188,TRUE,Qualifying
080959677001,0.83,0.26,0.36,0.65,0.55,0.75,0.42,0.26,0.82,0.69,0.88,0.6,0.67,0.92,0,0.56,0.84,0.69,0.127,FALSE,Not Qualifying
080959677002,0.93,0.74,0.58,0.76,0.59,0.94,0.58,0.15,0,0,0.83,0.62,0.46,0,0.01,0.49,0.86,0.72,0.459,FALSE,Not Qualifying
080970001011,0.17,0,0.6,0.94,0.03,0.74,0,0.25,0,0.66,0.84,0,0,0,0.96,0.56,0.46,0.38,0.038,FALSE,Not Qualifying
080970001012,0.12,0.41,0,0.96,0.09,0.26,0.45,0.65,0,0.74,0,0,0.93,0.84,0.98,0.96,0.42,0.6,0,FALSE,Not Qualifying
080970001013,0,0,0,0.12,0.99,0,0,0.96,0,0.94,0,1,0,0,1,1,0.42,0.46,0,FALSE,Not Qualifying
080970001021,0.65,0.4,0.47,0.7,0.29,0.31,0,0.14,0,0.68,0.88,0,0,0,0.4,0.63,0.43,0.35,0.082,FALSE,Not Qualifying
080970001022,0.92,0.96,0,0.95,0.44,0.96,0.94,0.02,0,0,0,0,0,0.88,0.82,0.84,0.18,0.64,0.379,FALSE,Not Qualifying
080970001023,0.26,0.61,0,0.3,0.56,0,0.31,0,0,0,0,0,0,0,0.87,0.76,0.64,0.23,0.146,FALSE,Not Qualifying
080970004021,0,0.33,0.69,0.26,0.72,0.07,0.83,0.27,0.88,0.82,0,0.75,0,0,0.68,0.8,0.17,0.3,0.002,FALSE,Not Qualifying
080970004022,0.54,0.2,0.51,0.39,0.28,0.28,0.47,0.12,0,0.93,0,0,0.56,0.91,0.67,0.93,0.34,0.37,0.012,FALSE,Not Qualifying
080970004031,0.2,0.22,0.36,0.57,0.23,0.21,0,0.01,0,0.66,0.9,0,0.81,0,0.55,0.97,0.53,0.33,0.051,FALSE,Not Qualifying
080970004032,0,0,0.55,0.16,0.31,0.09,0,0.58,0,0.9,0,0,0.84,0,0.59,0.61,0.37,0.09,0,FALSE,Not Qualifying
080970004041,0.18,0,0,0.38,0.62,0.19,0.8,0.66,0,0.76,0,0,0,0,0.77,0.99,0.4,0.36,0.11,FALSE,Not Qualifying
080970004042,0.49,0.63,0,0.86,0,0.71,0,0.3,0,0.82,0,0.72,0.91,0.94,0.52,0.79,0.6,0.45,0.24,FALSE,Not Qualifying
080970005001,0.41,0.66,0.27,0.19,0.73,0.22,0.86,0.52,0,0.76,0.74,0.62,0.47,0,0.44,0.82,0.31,0.57,0.072,FALSE,Not Qualifying
080970005002,0.84,0.56,0.35,0.43,0.51,0.21,0.52,0.6,0,0.78,0.71,0,0,0,0.71,0.73,0.44,0.78,0.371,FALSE,Qualifying
080990001001,0.22,0.21,0.61,0.49,0.93,0.79,0.82,0.68,0.61,0,0.92,0.81,0.73,0,0.3,0.54,0.53,0.68,0.016,FALSE,Not Qualifying
080990001002,0.66,0.36,0.44,0.49,0.78,0.49,0,0.36,0.7,0.55,0.79,0,0.76,0,0.01,0.39,0.8,0.55,0.037,FALSE,Not Qualifying
080990002001,0.67,0.72,0.98,0.26,0.45,0.98,0.64,0.93,0.8,0,0.9,0.98,0,0,0.38,0.06,0.91,0.91,0.885,TRUE,Qualifying
080990002002,0.82,0.8,0.88,0.48,0.32,0.81,0,0.85,0.79,0.7,0.86,0.64,0.8,0.96,0.06,0.16,0.93,0.89,0.887,TRUE,Qualifying
080990003001,0.98,0,0.78,0.8,0.97,0.84,1,0.83,0.96,0,0.82,0,0,0.91,0.92,0.58,0.84,0.99,0.878,TRUE,Qualifying
080990003002,0.92,0,0.92,0.68,0.91,0.83,0.96,0.32,0,0.73,0,0.93,0.91,0,0.76,0.18,0.91,0.79,0.68,TRUE,Qualifying
080990003003,0.99,0.97,0.91,0.21,0.49,0.97,0.93,0.95,0,0.7,0.95,0.98,0.94,0,0.71,0.56,0.91,1,0.992,TRUE,Qualifying
080990003004,0.37,0.48,0.2,0.3,0.85,0.74,0,0.72,0,0,0.88,0,0,0.97,0.49,0.5,0.62,0.57,0.164,FALSE,Not Qualifying
080990003005,0.89,0,0.93,0.85,0.23,0.69,0.74,0.42,0.96,0.72,0.92,0,0.88,0,0.64,0.04,0.91,0.87,0.764,TRUE,Qualifying
080990003006,0.59,0.88,0.96,0.5,0.89,0.18,0.62,0.91,0.98,0,0,0,0,0,0.91,0.68,0.93,0.98,0.913,TRUE,Qualifying
080990006001,0.44,0,0.45,0.94,0.41,0.97,0.22,0.1,0,0,0.91,0,0.58,0,0.04,0.7,0.77,0.32,0.098,FALSE,Not Qualifying
080990006002,0.94,0,0.99,0.96,0.65,0.97,0.77,0.9,0.91,0.83,0.79,0.72,0.99,0.92,0.37,0.01,0.96,0.94,0.995,TRUE,Qualifying
080990007001,0.68,0,0.94,0.63,0.77,0.72,0.65,0.83,0.94,0,0.91,0.88,0.46,0,0.21,0.01,0.9,0.8,0.726,TRUE,Qualifying
080990007002,0.91,0.75,0.86,0.68,0.36,0.94,0.78,0.73,0.61,0.77,0.93,0.75,0.95,0.84,0.14,0.13,0.9,0.92,0.962,TRUE,Qualifying
081010001002,0.84,0,0.68,0.87,0.11,0.99,0.95,0.81,0,0,0.83,0,0.84,0,0.71,0.39,0.88,0.91,0.93,FALSE,Qualifying
081010001003,0.89,0.68,0.54,0.52,0.4,0.89,0.65,0.79,0,0.65,0,0.64,0.82,0.87,0.11,0.38,0.63,0.71,0.443,TRUE,Qualifying
081010002001,0.95,0.84,0.69,0.41,0.8,0.98,0.84,0.97,0.8,0.64,0.77,0.85,0.8,0,0.09,0.11,0.91,0.94,0.981,TRUE,Qualifying
081010002002,0.92,0.37,0.76,0.55,0.49,0.85,0.58,0.94,0.74,0,0.7,0,0.49,0,0.38,0.34,0.84,0.93,0.852,TRUE,Qualifying
081010003001,1,0.95,0.98,0.45,0.02,1,0.79,0.74,0.84,0.91,0.85,0.86,1,0.99,0.36,0.16,0.98,0.98,0,TRUE,Qualifying
081010004001,0.88,0.51,0.85,0.6,0.34,0.93,0.99,0.82,0,0,0,0,0.92,0,0.14,0.25,0.92,0.8,0.786,TRUE,Qualifying
081010004002,0.94,0.5,0.85,0.77,0.26,0.88,0.79,0.87,0,0.76,0,0,0.76,0,0.2,0.49,0.93,0.88,0.937,TRUE,Qualifying
081010004003,0.49,0.89,0.28,0.7,0.37,0.9,0.61,0.86,0,0,0,0.71,0,0,0.41,0.54,0.63,0.69,0.543,TRUE,Qualifying
081010005001,0.99,0.87,0.37,0.28,0.6,0.98,0.73,0.89,0,0.7,0.95,0,0.79,0,0.47,0.5,0.99,0.97,0.989,TRUE,Qualifying
081010005002,0,0,0.78,0.7,0.03,0.88,0,0.56,0,0.73,0,0,0,0,0.83,0.49,0.38,0.19,0.034,FALSE,Not Qualifying
081010005003,0.85,0.39,0.86,0.7,0.21,0.92,0.87,0.78,0,0,0,0.93,0.91,0.83,0.37,0.02,0.89,0.76,0.571,TRUE,Qualifying
081010006003,0.93,0.96,0.43,0.34,0.85,0.89,0.68,0.85,0,0,0.66,0.9,0.8,0.86,0.39,0.69,0.92,0.97,0.968,TRUE,Qualifying
081010008001,0.96,0.99,0.97,0.25,0.74,0.99,0.94,0.93,0.62,0.93,0,0.75,0.98,0,0.7,0.11,0.99,0.98,0.998,TRUE,Qualifying
081010008003,0.95,0.89,0.95,0.42,0.27,0.99,0.63,0.96,0,0.71,0,0.77,0.99,0.9,0.39,0.01,1,0.91,0.994,TRUE,Qualifying
081010009021,0.89,0.97,0.86,0.52,0.34,0.85,0.96,0.82,0.89,0.91,0.94,0,0.76,0,0.48,0.25,0.98,0.98,0.989,TRUE,Qualifying
081010009022,0.91,0.83,0.82,0.63,0.25,0.99,0.87,0.78,0,0.69,0.88,0.83,0.76,0,0.29,0.32,0.84,0.93,0.949,TRUE,Qualifying
081010009024,0.98,0.53,0.75,0.42,0.28,0.76,0.55,0.95,0,0.85,0,0.7,0.72,0.95,0.56,0.48,0.97,0.93,0.926,TRUE,Qualifying
081010009025,0.31,0,0,0.59,0.4,0.3,0.59,0.93,0.7,0.61,0.73,0.76,0,0,0.67,0.74,0.43,0.65,0.194,TRUE,Qualifying
081010009031,1,0.99,0.77,0,0,0,0.68,0.66,0.74,0.97,0,0,0,0.99,1,0.77,0.52,0.96,0,TRUE,Qualifying
081010009041,0.9,0.35,0.66,0.38,0.63,0.75,0.86,0.92,0,0,0,0.82,0.76,0,0.09,0.38,0.72,0.74,0.569,TRUE,Qualifying
081010009042,0.52,0.67,0.72,0.72,0.58,0.65,0.83,0.97,0,0,0,0,0,0,0.54,0.54,0.74,0.84,0.857,TRUE,Qualifying
081010009043,0.88,0,0.54,0.98,0.1,0.99,0.57,0.87,0.76,0.94,0,0,1,0.93,0.1,0.25,0.98,0.77,0.712,TRUE,Qualifying
081010009051,0.85,0.67,0.62,0.36,0.08,0.77,0.86,0.88,0.88,0.95,0,0.62,0.89,0,0.05,0.51,0.96,0.89,0.836,TRUE,Qualifying
081010009052,0.89,0,0.84,0.69,0.35,0.89,0.87,0.91,0.87,0.91,0.78,0,0,0.87,0.34,0.17,0.98,0.9,0.935,TRUE,Qualifying
081010010001,0.98,0.73,0.81,0.16,0.71,0.91,0.99,0.94,0.9,0.58,0.89,0.96,0.85,0,0.25,0.32,0.96,0.98,0.995,TRUE,Qualifying
081010010002,0.8,0.94,0.74,0.28,0.61,0.83,0.67,0.99,0.77,0,0,0.94,0.83,0.86,0.19,0.56,0.91,0.96,0.98,TRUE,Qualifying
081010010004,0.92,0.99,0.75,0.56,0.97,0.52,0.99,0.91,0.85,0,0,0.93,0.99,0,0.94,0.88,0.82,1,0.995,TRUE,Qualifying
081010011001,0.98,0,0.99,0.5,0.9,0.92,0.75,0.89,0.91,0,0.97,0.91,0.93,0,0.11,0.05,0.97,0.92,0.929,TRUE,Qualifying
081010011002,0.84,0.97,0.91,0.6,0.66,0.97,0.97,0.86,0.83,0.73,0.71,0.8,0.99,0,0.46,0.34,0.98,0.99,0.981,TRUE,Qualifying
081010012001,0.95,0.95,0.98,0.75,0.63,0.85,0.9,0.99,0,0.57,0,0.89,0.9,0,0.35,0.04,0.99,0.94,0.999,TRUE,Qualifying
081010012002,0.98,0.91,0.91,0.82,0.47,0.77,0.94,0.96,0.81,0,0.87,0.83,0.85,0,0.14,0.34,0.99,0.99,1,TRUE,Qualifying
081010016001,0.36,0.91,0.27,0.9,0.59,0.78,0.68,0.69,0,0,0.71,0,0.61,0.94,0.21,0.33,0.57,0.58,0.091,FALSE,Not Qualifying
081010016002,0.75,0.59,0.82,0.8,0.19,0.88,0.4,0.75,0.84,0,0,0.61,0.53,0,0.06,0.05,0.78,0.68,0.255,TRUE,Qualifying
081010020001,1,0.93,0.7,0.32,0.85,0.97,0.97,0.83,0,0.75,0,0,0,0,0.81,0.32,1,0.97,0.984,TRUE,Qualifying
081010022002,0.72,0.94,0.83,0.55,0.52,0.93,0.7,0.82,0.67,0.66,0.68,0.76,0.7,0,0.05,0.09,0.87,0.86,0.724,TRUE,Qualifying
081010023001,0.44,0.94,0.38,0.41,0.77,0.53,0.91,0.99,0.74,0,0,0,0,0.83,0.62,0.84,0.26,0.85,0.475,TRUE,Qualifying
081010023002,0.91,0.52,0.66,0.17,0.67,0.93,0,0.97,0,0.73,0.9,0,0.9,0,0.6,0.77,0.98,0.98,0.983,TRUE,Qualifying
081010023003,0.77,0.7,0.41,0.26,0.81,0.73,0.29,0.72,0,0.66,0.82,0,0.98,0,0.55,0.59,0.86,0.91,0.82,TRUE,Qualifying
081010023004,0.88,0.42,0.83,0.42,0.73,0.81,0.97,0.93,0.64,0.89,0.71,0.81,0.98,0.95,0.39,0.08,0.95,0.94,0.977,TRUE,Qualifying
081010024001,0.96,0.74,0.54,0.44,0.45,0.98,0.95,0.79,0,0.62,0,0,0,0,0.34,0.51,0.99,0.88,0.944,TRUE,Qualifying
081010024002,0.86,0.98,0.8,0.52,0.59,0.99,0.46,0.89,0.63,0,0.68,0,0.8,0,0.07,0.13,0.94,0.92,0.906,TRUE,Qualifying
081010026001,0.95,0.66,0.75,0.39,0.91,0.95,0.98,0.89,0,0.84,0.85,0.75,0.85,0,0.15,0.14,0.97,0.91,0.919,TRUE,Qualifying
081010026003,0.85,0.9,0.92,0.65,0.87,0.65,0.74,0.85,0,0,0,0,0.59,0.96,0.33,0.25,0.89,0.89,0.884,TRUE,Qualifying
081010028012,0.94,0.53,0.19,0.45,0.93,0.58,0.97,0.97,0,0,0,0,0.94,0.83,0.52,0.81,0.87,0.94,0,TRUE,Qualifying
081010028013,0.89,0.99,0.5,0.41,0.76,0.59,0.95,0.97,0,0,0.82,0,0,0,0.82,0.81,0.9,0.99,0.984,TRUE,Qualifying
081010028021,0.2,0,0,0.97,0.16,0.98,0.66,0.12,0,0,0.75,0,0,0,0.78,0.53,0.69,0.24,0.192,FALSE,Not Qualifying
081010028022,0.95,0.98,0.83,0.24,0.99,0.56,0.96,0.89,0.87,0,0,0.96,0,0,0.19,0.21,0.93,0.92,0.964,TRUE,Qualifying
081010028023,0.71,0.75,0.63,0.92,0.15,0.84,0.53,0.9,0.63,0,0,0,0.74,0,0.14,0.2,0.7,0.76,0.44,TRUE,Qualifying
081010028041,0.79,0.75,0.61,0.6,0.85,0.33,0.7,0.61,0,0.58,0.92,0.87,0.52,0,0.02,0.67,0.76,0.82,0.493,FALSE,Qualifying
081010028042,0.23,0,0,0.92,0.58,0.98,0,0.05,0.81,0,0.83,0.91,0,0,0.55,0.43,0.52,0.14,0.073,FALSE,Not Qualifying
081010028043,0.32,0,0.72,0.85,0.21,0.97,0,0.28,0,0,0.92,0,0,0,0.46,0.07,0.51,0.12,0.02,FALSE,Not Qualifying
081010028044,0.94,0,0.56,0.94,0.43,0.89,0.67,0.48,0,0,0.84,0,0,0,0.13,0.07,0.65,0.42,0.202,FALSE,Not Qualifying
081010028061,0.59,0.96,0.72,0.72,0.63,0.48,0.39,0.23,0,0,0.91,0.71,0,0,0.26,0.12,0.58,0.46,0.167,FALSE,Not Qualifying
081010028062,0.4,0.59,0.69,0.43,0.47,0.51,0.84,0.89,0,0,0.79,0.61,0,0,0.37,0.2,0.4,0.55,0.172,TRUE,Qualifying
081010028063,0.68,0.92,0.45,0.94,0.14,0.91,0.28,0.56,0,0,0.67,0,0.49,0,0.27,0.84,0.88,0.87,0.609,FALSE,Qualifying
081010028071,0.59,0.22,0.26,0.96,0.36,0.92,0.47,0.91,0,0.71,0,0.76,0.61,0,0.21,0.63,0.94,0.72,0.489,TRUE,Qualifying
081010028072,0.51,0.84,0.43,0.46,0.69,0.15,0.77,0.84,0,0,0,0.73,0.79,0.88,0.33,0.43,0.6,0.65,0.351,TRUE,Qualifying
081010028073,0.66,0.23,0.36,0.56,0.42,0.78,0.66,0.83,0,0,0.91,0,0,0,0.29,0.52,0.47,0.62,0.102,TRUE,Qualifying
081010028081,0.76,0.73,0.43,0.84,0.51,0.95,0.47,0.84,0,0,0.81,0,0,0,0.45,0.17,0.48,0.73,0.491,TRUE,Qualifying
081010028082,0.63,0.25,0.34,0.73,0.39,0.61,0.46,0.87,0,0.58,0,0.65,0,0,0.28,0.29,0.25,0.22,0.004,TRUE,Qualifying
081010029011,0.97,0.93,0.87,0.05,1,0.91,0.99,0.97,0.78,0.79,0.68,0.96,0.98,0,0.5,0.39,0.99,0.99,1,TRUE,Qualifying
081010029012,0.81,0.97,0.96,0.71,0.58,0.99,0.88,0.93,0.84,0,0.69,0.68,0.84,0.81,0.07,0.11,0.92,0.96,0.99,TRUE,Qualifying
081010029013,0.8,0.43,0.48,0.9,0.05,0.81,0.49,0.44,0,0.95,0,0,0.96,0,0.27,0.35,0.69,0.52,0.315,TRUE,Qualifying
081010029061,0.42,0,0.25,0.48,0.67,0.77,0,0.58,0,0,0,0,0.64,0,0.32,0.54,0.42,0.15,0.02,FALSE,Not Qualifying
081010029062,0.83,0.89,0.4,0.68,0.6,0.75,0.8,0.77,0.7,0,0,0,0,0,0.35,0.26,0.53,0.75,0.391,FALSE,Not Qualifying
081010029063,0.13,0,0.46,0.94,0.24,0.7,0,0.52,0,0,0,0,0.85,0,0.46,0.49,0.67,0.21,0.097,FALSE,Not Qualifying
081010029064,0.5,0.47,0.46,0.94,0.3,0.25,0,0.53,0,0,0,0,0,0,0.44,0.52,0.54,0.36,0.122,FALSE,Not Qualifying
081010029111,0.33,0.83,0.39,0.41,0.57,0.6,0.69,0.72,0.67,0,0.77,0.87,0,0,0.41,0.55,0.32,0.67,0.083,FALSE,Not Qualifying
081010029112,0.26,0.43,0.29,0.68,0.53,0.5,0.23,0.68,0.61,0,0,0,0.52,0,0.38,0.3,0.48,0.3,0,FALSE,Not Qualifying
081010029121,0.7,0.6,0.76,0.74,0.53,0.87,0.44,0.82,0,0.81,0,0,0.97,0.86,0.42,0.63,0.94,0.9,0.735,TRUE,Qualifying
081010029122,0.59,0.54,0.58,0.53,0.7,0.74,0.94,0.89,0,0.55,0,0.98,0.64,0.87,0.55,0.56,0.73,0.84,0.795,TRUE,Qualifying
081010029131,0.45,0.55,0.66,0.97,0.19,0.57,0.35,0.64,0,0.7,0,0,0.82,0,0.2,0.23,0.54,0.34,0.025,FALSE,Not Qualifying
081010029132,0.71,0.59,0.58,0.57,0.51,0.64,0.31,0.43,0,0,0,0.7,0,0,0.31,0.25,0.45,0.29,0.028,FALSE,Not Qualifying
081010029141,0.66,0.63,0.87,0.21,0.42,0.47,0.59,0.76,0,0.73,0,0,0.51,0.89,0.19,0.2,0.56,0.51,0.249,TRUE,Qualifying
081010029142,0.49,0.92,0.28,0.57,0.51,0.41,0.81,0.69,0,0.62,0.76,0,0,0.88,0.56,0.41,0.71,0.75,0.429,FALSE,Qualifying
081010029143,0.56,0.4,0,0.39,0.64,0.55,0.48,0.55,0,0,0,0.93,0,0.8,0.41,0.59,0.62,0.35,0.084,TRUE,Qualifying
081010029151,0.13,0.73,0.76,0.56,0.54,0.52,0.75,0.74,0,0,0,0,0.55,0.85,0.44,0.25,0.41,0.39,0.045,FALSE,Not Qualifying
081010029152,0.76,0.63,0.55,0.52,0.56,0.63,0.69,0.55,0,0,0,0.73,0.58,0.86,0.29,0.36,0.58,0.57,0.202,FALSE,Not Qualifying
081010029161,0.61,0,0.84,0.54,0.56,0.91,0.73,0.77,0.81,0,0.96,0.61,0,0.87,0.03,0.22,0.78,0.7,0.276,FALSE,Not Qualifying
081010029162,0.91,0.8,0.89,0.36,0.52,0.9,0.91,0.86,0,0,1,0.93,0,0,0.13,0.1,0.94,0.88,0.866,TRUE,Qualifying
